doy,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1965,1966,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1998,1999,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2016,2017,2018,2020,2021,2022,2023,2024,2025
227,51.08,57.02,51.98,53.06,55.94,51.98,48.92,53.06,53.96,53.96,53.96,55.94,48.92,51.98,51.08,51.08,59.0,51.08,51.08,48.92,55.94,53.96,53.96,51.08,51.98,57.92,55.04,51.08,53.06,51.98,57.02,53.06,51.98,55.94,55.94,55.94,59.0,51.08,55.94,53.96,60.08,68.0,60.08,59.0,55.94,55.94,53.06,60.08,62.059999999999995,,60.980000000000004,53.06,55.94,59.0,57.92,55.04,,51.98,53.96,53.96,59.0,57.92,60.08,57.02,57.92,57.92,69.08,60.08,55.94,62.059999999999995,55.94,57.02
228,46.94,55.04,53.96,53.96,53.06,51.08,48.02,51.98,51.98,53.06,60.08,62.059999999999995,53.06,53.96,48.92,51.08,55.04,59.0,51.98,50.0,55.04,51.98,48.02,48.92,46.94,51.98,53.96,55.04,53.96,50.0,48.02,50.0,53.06,60.980000000000004,55.94,55.94,57.92,55.94,53.96,59.0,60.08,57.92,59.0,50.0,53.96,57.92,53.06,53.06,57.92,,60.980000000000004,53.06,53.96,62.059999999999995,59.0,55.04,,53.06,53.96,55.04,57.92,62.959999999999994,60.08,57.02,53.96,57.02,71.06,60.08,55.94,62.059999999999995,55.94,62.959999999999994
229,53.96,48.02,55.04,55.94,50.0,53.06,50.0,55.04,50.0,48.02,60.980000000000004,60.08,55.04,55.04,55.94,53.06,53.96,59.0,48.02,53.96,55.94,51.98,48.92,48.02,53.06,50.0,51.08,57.92,48.92,50.0,60.08,55.04,53.06,60.08,57.92,55.94,57.92,55.94,53.06,51.98,60.08,55.94,57.02,55.04,53.96,57.02,53.06,53.06,53.06,,60.08,55.04,57.02,59.0,51.98,51.98,,53.96,55.04,57.02,55.04,59.0,59.0,57.92,62.959999999999994,59.0,69.98,59.0,62.059999999999995,62.059999999999995,60.980000000000004,60.980000000000004
230,51.08,50.0,53.96,55.94,50.0,55.04,50.0,53.96,55.94,50.0,62.959999999999994,50.0,53.96,51.98,48.92,50.0,55.04,55.94,57.02,55.94,57.92,57.02,51.98,55.04,48.92,59.0,57.92,57.02,51.08,53.96,51.98,53.96,53.96,57.02,57.02,51.08,51.98,55.94,51.98,60.08,60.08,55.94,55.94,53.96,53.96,53.06,55.04,51.98,53.06,,57.02,57.92,57.92,59.0,51.98,53.06,,57.92,55.04,59.0,60.08,60.08,59.0,60.980000000000004,60.980000000000004,53.06,66.92,55.04,57.92,64.04,59.0,55.04
231,55.94,50.0,53.96,59.0,51.08,53.96,51.08,50.0,53.96,50.0,62.059999999999995,57.92,51.98,57.02,53.06,50.0,57.92,55.94,55.94,51.98,55.94,57.02,55.04,48.02,48.92,46.04,55.94,51.98,51.08,62.059999999999995,60.08,55.04,60.980000000000004,62.059999999999995,53.96,53.06,51.98,55.04,55.04,57.02,57.02,59.0,53.96,53.06,53.06,55.94,53.96,53.06,51.98,,51.98,60.980000000000004,55.04,57.02,51.98,53.06,,59.0,57.02,53.06,53.96,64.04,59.0,60.08,60.980000000000004,55.94,64.04,57.92,59.0,62.059999999999995,51.98,53.06
232,53.96,50.0,55.94,60.08,51.08,53.96,57.02,46.94,53.96,50.0,62.059999999999995,57.92,51.98,64.04,51.98,50.0,51.98,55.94,51.08,57.02,55.04,55.04,57.92,48.92,50.0,51.08,55.94,55.94,51.08,53.06,53.06,51.98,60.980000000000004,55.04,55.04,53.96,51.98,51.98,60.08,53.96,55.04,57.02,53.96,57.02,51.98,59.0,48.92,53.96,51.98,,50.0,59.0,59.0,57.02,51.98,60.08,,59.0,57.92,53.96,55.94,62.059999999999995,59.0,60.08,57.02,59.0,57.92,62.059999999999995,57.02,62.959999999999994,53.06,55.04
233,53.96,50.0,53.96,60.980000000000004,51.98,51.98,48.92,51.98,53.96,51.08,59.0,48.02,48.92,60.980000000000004,53.96,51.08,53.06,57.92,53.96,53.96,53.06,55.94,53.96,48.02,50.0,53.06,62.059999999999995,50.0,51.98,62.959999999999994,60.08,51.08,53.96,60.980000000000004,55.04,51.08,57.02,50.0,55.94,60.08,60.08,57.02,53.06,55.94,51.08,62.059999999999995,51.98,50.0,50.0,,51.08,62.959999999999994,59.0,57.02,55.94,57.92,,59.0,53.06,57.92,55.04,,59.0,60.08,62.959999999999994,57.92,60.08,57.92,57.02,64.94,55.94,57.02
234,53.06,48.92,50.0,60.08,55.04,53.06,51.98,46.94,57.92,51.98,55.04,50.0,53.06,55.94,53.06,50.0,55.94,53.96,48.92,53.06,55.04,60.08,55.04,44.06,53.06,57.92,55.94,50.0,48.92,50.0,60.08,53.96,53.96,55.04,55.04,51.08,55.04,53.06,53.96,55.94,55.04,55.04,51.08,57.92,51.08,60.980000000000004,51.98,53.06,50.0,,50.0,60.980000000000004,57.92,53.06,53.96,60.08,,57.02,48.92,57.92,57.02,,59.0,59.0,62.959999999999994,60.980000000000004,60.980000000000004,57.02,59.0,66.02,59.0,55.94
235,51.08,48.02,53.96,55.94,53.96,51.98,55.94,48.02,53.96,59.0,60.08,55.94,48.92,51.98,60.08,53.96,60.08,53.96,48.92,55.04,53.06,51.98,51.98,51.08,55.04,51.98,53.06,51.98,53.96,50.0,59.0,55.94,57.92,51.98,55.94,51.08,55.94,51.98,53.06,60.08,57.02,55.04,51.08,55.04,53.96,59.0,53.96,51.98,51.98,,53.96,55.94,60.980000000000004,53.96,51.98,57.02,,55.04,53.96,53.96,57.92,57.92,59.0,60.08,60.08,59.0,62.059999999999995,57.02,60.980000000000004,62.959999999999994,57.02,57.92
236,50.0,50.0,57.92,50.0,48.02,53.06,51.98,46.04,53.06,53.96,60.980000000000004,66.92,50.0,53.96,55.94,48.02,53.06,51.98,50.0,48.02,48.02,57.02,51.98,48.02,53.06,57.02,51.98,62.059999999999995,57.02,51.08,59.0,55.94,51.08,51.98,51.98,53.96,51.98,53.96,53.06,53.96,55.04,51.98,51.08,53.06,55.04,53.96,53.96,53.06,46.94,,51.98,55.94,64.04,57.92,51.98,60.08,,53.96,57.92,59.0,57.92,53.96,60.980000000000004,57.92,57.92,59.0,62.959999999999994,55.94,60.980000000000004,64.94,59.0,60.980000000000004
237,51.08,55.94,53.06,55.04,51.98,48.92,55.04,44.96,53.06,55.04,59.0,57.02,48.92,50.0,53.06,46.04,60.08,51.98,53.06,46.94,48.02,62.059999999999995,53.96,51.08,57.02,55.94,53.96,53.96,60.08,50.0,59.0,53.06,57.02,53.06,57.02,53.96,51.98,57.92,55.04,53.06,57.02,51.98,51.08,55.94,55.04,53.06,53.96,55.04,55.94,,51.98,53.96,57.02,57.92,51.98,62.059999999999995,,53.96,62.059999999999995,60.08,55.94,62.959999999999994,57.02,57.92,55.04,57.02,62.959999999999994,55.94,60.08,60.08,53.96,60.980000000000004
238,57.92,53.96,55.04,53.06,46.04,55.94,60.08,46.04,51.98,50.0,59.0,55.04,51.08,48.92,51.98,48.02,57.02,51.98,48.92,48.02,55.04,60.08,60.08,53.06,55.94,46.94,48.92,57.92,53.06,51.98,59.0,53.96,53.96,51.08,55.04,57.02,57.02,57.92,60.08,57.92,57.92,50.0,51.98,55.04,53.06,48.02,57.02,53.96,57.92,,51.08,62.059999999999995,57.02,51.98,57.92,62.059999999999995,,53.96,59.0,57.92,53.96,62.059999999999995,55.04,55.94,55.04,57.02,57.92,51.98,60.08,57.92,55.94,60.980000000000004
239,55.94,57.02,53.06,53.96,53.96,55.04,60.08,48.02,51.98,51.08,60.08,57.02,46.04,60.08,51.08,51.98,55.04,51.98,57.02,46.94,48.92,59.0,57.92,50.0,55.04,51.98,57.02,48.92,48.92,57.02,48.02,55.04,59.0,51.98,55.04,53.96,59.0,57.92,57.02,55.94,55.94,50.0,55.04,55.94,51.08,50.0,53.96,53.06,53.06,,55.04,55.94,57.02,51.08,57.02,60.980000000000004,,51.98,53.06,57.92,53.96,53.96,57.92,57.92,60.08,53.96,57.02,55.94,60.08,53.06,55.94,57.92
240,51.98,64.04,51.98,51.08,53.96,57.02,62.059999999999995,48.02,51.98,48.02,62.059999999999995,55.94,48.92,51.98,50.0,53.06,53.06,53.06,53.06,48.02,50.0,51.98,55.04,48.02,55.04,51.98,51.98,55.04,53.06,60.08,51.98,51.98,53.06,51.98,55.04,50.0,57.92,55.04,60.980000000000004,55.94,57.92,60.980000000000004,55.94,57.92,55.94,50.0,51.98,53.96,57.92,,55.04,55.94,57.02,53.96,55.94,59.0,,60.08,53.06,55.04,55.04,57.02,59.0,55.94,59.0,57.02,57.02,60.08,53.96,55.04,57.02,55.04
241,53.06,53.06,53.96,57.92,55.04,55.94,60.08,51.08,53.06,53.96,59.0,57.92,53.96,62.059999999999995,51.08,51.08,55.04,55.04,57.02,46.04,51.08,48.92,55.94,53.06,51.08,46.04,53.06,55.94,53.06,48.92,46.94,53.06,60.08,55.04,59.0,50.0,53.06,55.94,57.02,55.04,55.94,55.94,53.96,55.04,51.08,53.06,55.04,53.06,53.06,,57.02,51.08,57.92,53.96,55.94,64.04,,64.04,48.92,55.04,51.98,62.959999999999994,59.0,57.02,60.08,53.06,60.08,59.0,57.02,53.06,60.08,55.94
242,50.0,51.98,59.0,57.92,50.0,59.0,53.96,46.04,53.06,51.98,57.92,51.08,55.04,60.08,50.0,55.94,55.94,51.98,60.08,48.92,55.94,51.08,53.96,55.04,53.96,48.02,53.06,55.94,55.04,60.980000000000004,55.94,53.96,50.0,55.04,59.0,57.02,53.06,55.94,57.02,51.98,57.02,55.04,57.02,55.04,51.98,51.98,55.04,53.06,57.02,,57.02,59.0,60.980000000000004,53.06,51.98,64.04,,57.92,51.08,51.08,53.96,60.08,59.0,55.94,55.04,59.0,60.08,59.0,55.94,57.02,59.0,55.94
243,51.08,51.08,53.96,55.04,53.06,59.0,51.98,46.04,60.08,48.02,57.92,48.92,,59.0,57.02,59.0,57.02,55.94,62.059999999999995,50.0,48.92,53.06,53.06,51.08,53.06,46.94,51.08,51.08,46.04,51.08,50.0,55.04,51.08,57.92,51.08,53.96,53.06,62.959999999999994,55.94,51.98,53.96,55.04,55.94,60.980000000000004,51.98,57.02,55.04,53.06,57.92,,57.92,57.02,59.0,55.04,53.96,66.92,,57.02,53.96,57.02,53.96,57.92,57.02,53.96,,53.06,59.0,55.04,55.04,59.0,55.04,57.92
244,50.0,53.96,55.04,51.98,59.0,60.08,51.98,53.06,53.96,48.92,60.08,53.06,48.02,55.94,51.98,50.0,51.08,57.02,59.0,50.0,48.92,51.98,53.06,46.94,51.08,46.04,51.08,51.98,53.96,51.08,59.0,53.06,51.98,55.04,55.04,60.08,55.04,62.959999999999994,55.04,53.96,53.06,59.0,55.04,55.04,51.08,53.96,53.96,55.94,48.92,,55.94,55.04,59.0,57.02,57.02,57.92,,57.92,55.04,55.04,53.96,62.059999999999995,57.02,55.04,62.959999999999994,53.06,59.0,53.06,53.96,59.0,53.96,59.0
245,48.92,55.94,55.94,55.04,59.0,55.04,51.98,55.04,53.96,50.0,62.059999999999995,59.0,53.96,51.08,51.08,53.06,53.06,53.06,55.04,53.06,48.02,57.02,53.06,48.92,50.0,44.96,51.98,57.02,46.04,60.980000000000004,55.94,53.06,55.04,51.08,53.06,60.980000000000004,59.0,59.0,55.94,50.0,51.08,55.04,55.04,59.0,51.98,50.0,53.96,55.04,51.08,,55.94,59.0,55.94,60.980000000000004,,59.0,,,62.059999999999995,55.04,51.08,64.04,57.92,53.06,69.08,53.96,57.92,53.06,53.06,55.94,53.96,62.059999999999995
246,51.08,57.92,59.0,53.96,57.02,55.94,51.08,55.04,55.04,51.98,51.98,53.96,51.98,62.059999999999995,48.92,57.02,48.92,53.06,55.94,50.0,51.98,50.0,57.92,55.94,48.02,48.92,51.98,48.02,53.96,57.02,60.08,55.94,60.08,53.06,53.06,51.08,60.980000000000004,57.92,53.06,50.0,53.06,57.92,53.96,59.0,53.96,50.0,55.94,57.02,51.08,,55.94,62.059999999999995,53.96,53.06,55.04,57.02,,60.08,57.02,59.0,51.98,55.94,60.980000000000004,53.06,71.96,57.92,57.92,57.02,57.02,62.059999999999995,51.98,57.92
247,48.02,53.96,64.94,53.96,57.02,60.08,51.98,53.96,55.94,55.04,50.0,48.92,50.0,53.96,50.0,57.92,46.04,51.98,57.02,55.04,55.04,51.08,53.96,50.0,50.0,51.08,55.94,55.94,60.08,60.980000000000004,60.08,57.92,51.08,57.02,53.06,53.06,60.980000000000004,57.02,53.96,51.98,53.06,57.02,53.96,55.94,53.06,55.04,51.08,60.980000000000004,51.08,,53.96,62.959999999999994,62.059999999999995,53.06,,64.04,,55.04,53.96,55.94,51.98,55.94,60.980000000000004,51.08,68.0,57.92,57.02,53.96,57.92,55.94,59.0,60.08
248,51.98,48.02,53.06,57.92,55.04,59.0,46.94,51.98,51.98,51.98,53.06,53.06,50.0,53.96,53.96,60.980000000000004,48.92,51.98,55.94,53.96,48.02,53.06,53.96,51.98,50.0,53.06,55.04,53.96,55.94,51.98,57.92,53.96,51.08,57.92,57.92,53.96,57.02,51.08,55.04,51.08,53.06,57.02,53.06,55.94,55.04,51.08,51.08,64.04,60.980000000000004,,57.02,53.06,60.08,51.08,51.98,57.92,,53.06,51.08,55.04,55.04,57.92,57.92,50.0,68.0,57.02,57.02,53.06,62.959999999999994,53.96,55.94,60.980000000000004
249,55.94,51.98,55.94,53.96,53.96,57.92,53.06,55.94,57.02,55.04,59.0,53.96,48.92,51.08,53.96,53.96,50.0,59.0,55.94,53.06,51.98,55.94,51.98,46.94,55.04,51.08,51.98,53.06,53.06,59.0,60.980000000000004,53.96,51.08,57.02,57.02,53.96,57.02,51.08,51.08,53.06,51.98,60.08,51.98,55.94,53.06,55.94,50.0,66.02,53.06,,51.08,51.98,60.08,51.08,51.98,55.94,,55.04,51.98,51.98,53.96,57.02,55.94,51.08,66.02,55.04,66.02,53.96,68.0,57.02,57.02,60.08
250,53.96,51.98,60.08,46.94,48.92,50.0,51.98,50.0,57.92,57.92,66.02,60.08,48.92,48.02,50.0,60.08,48.92,53.96,55.94,59.0,60.08,46.04,48.92,51.08,50.0,48.92,51.08,50.0,53.06,55.94,57.92,60.08,55.04,59.0,57.02,53.96,59.0,53.96,48.92,50.0,51.98,60.980000000000004,53.06,53.06,51.08,55.04,50.0,53.06,53.06,,48.92,53.06,57.92,51.08,51.98,55.04,,51.98,53.96,53.06,51.98,57.92,55.04,55.04,62.059999999999995,51.98,69.08,57.92,66.02,59.0,55.94,59.0
251,51.98,55.04,53.96,53.96,48.92,51.98,51.98,50.0,50.0,57.92,62.059999999999995,53.96,53.06,46.94,51.98,55.04,48.92,51.08,55.94,57.92,55.04,50.0,57.92,48.92,51.08,51.98,55.94,51.98,48.92,66.92,60.08,57.02,51.08,53.06,62.059999999999995,55.94,51.98,51.98,53.96,57.92,50.0,55.94,51.98,53.06,50.0,53.96,53.06,60.980000000000004,60.08,,48.02,55.04,57.02,53.06,51.08,55.94,,51.08,57.02,51.98,53.96,57.02,55.04,57.02,57.02,53.06,62.059999999999995,60.980000000000004,64.94,53.96,53.96,59.0
252,51.08,50.0,53.06,55.94,55.94,55.94,50.0,48.92,53.06,57.02,53.96,57.92,59.0,51.98,55.04,57.02,48.92,50.0,53.06,51.98,53.06,50.0,50.0,53.06,51.08,55.04,57.92,50.0,53.06,50.0,55.04,55.04,53.06,48.92,64.04,53.06,46.94,55.94,53.96,55.04,50.0,53.96,51.98,53.06,50.0,55.04,53.06,57.02,57.92,,51.08,57.92,55.94,51.98,50.0,55.04,,53.06,50.0,53.96,51.08,57.92,51.98,57.92,62.959999999999994,51.08,60.08,59.0,62.059999999999995,53.06,55.94,64.04
253,50.0,,55.94,53.96,53.06,55.04,50.0,51.08,55.94,57.02,62.059999999999995,60.08,57.92,51.08,55.04,57.02,51.98,50.0,50.0,51.98,51.08,51.08,46.94,53.96,55.04,55.94,64.94,48.92,51.08,53.06,57.02,53.96,57.02,48.92,60.08,48.92,48.92,59.0,57.02,53.06,51.08,48.02,57.92,53.06,50.0,53.96,59.0,50.0,55.04,,53.06,55.04,53.96,48.92,51.98,55.04,,53.96,50.0,57.92,48.02,60.980000000000004,53.06,55.94,60.08,51.08,57.92,59.0,60.08,53.06,57.02,62.959999999999994
254,51.98,50.0,51.98,51.98,53.06,59.0,53.06,50.0,50.0,55.04,51.98,51.98,59.0,48.02,46.04,55.04,48.92,55.04,50.0,51.98,50.0,51.98,46.04,51.08,55.94,57.02,60.08,48.02,51.98,55.04,55.94,51.08,53.06,53.06,53.96,46.94,51.08,51.98,50.0,53.06,53.96,57.02,53.96,53.96,50.0,55.04,57.02,50.0,55.04,,53.96,55.94,53.06,46.94,53.96,55.94,,57.02,53.06,60.08,51.98,57.02,55.04,57.92,68.0,53.06,53.96,53.96,66.92,53.06,51.98,60.08
255,48.02,46.04,57.02,55.04,46.94,62.059999999999995,46.94,51.08,50.0,51.08,53.96,55.04,51.08,48.92,50.0,57.02,46.94,48.92,53.06,53.06,51.08,53.96,46.94,51.98,55.94,55.04,55.04,44.96,50.0,59.0,55.94,57.02,53.06,53.96,53.06,48.92,51.98,57.92,50.0,53.96,51.98,55.04,53.96,48.92,55.94,55.94,51.98,57.92,60.08,,53.06,60.08,55.94,46.94,55.94,57.02,,57.92,53.06,60.08,57.02,60.08,55.94,51.08,64.04,57.92,53.96,53.06,60.980000000000004,55.04,53.96,55.94
256,46.94,48.02,57.02,57.92,50.0,66.02,46.94,48.92,50.0,50.0,59.0,51.08,46.94,46.94,53.96,50.0,50.0,50.0,51.98,55.04,44.06,57.02,44.96,53.06,53.96,55.04,50.0,48.92,51.08,66.02,50.0,53.06,55.04,53.06,53.06,50.0,53.96,57.92,53.06,51.98,50.0,55.04,53.06,50.0,53.06,55.04,60.08,59.0,57.92,,55.94,60.980000000000004,53.96,50.0,55.94,53.06,,57.02,51.98,57.92,55.04,57.92,55.94,51.08,60.980000000000004,55.04,55.04,55.04,60.08,55.04,53.96,55.94
257,53.06,48.02,53.06,55.04,53.96,60.980000000000004,51.08,57.02,48.02,55.94,51.98,55.04,48.02,50.0,59.0,53.96,48.02,46.04,60.980000000000004,48.02,42.08,60.980000000000004,46.04,53.06,50.0,55.94,46.94,55.94,51.08,,48.02,53.06,57.02,57.02,53.06,50.0,50.0,57.92,51.98,53.96,53.06,55.94,51.08,50.0,51.98,55.94,51.08,59.0,53.96,,53.06,60.08,53.96,48.02,53.06,53.06,,57.02,51.98,55.94,55.04,57.02,57.02,51.98,57.92,48.92,57.02,53.06,55.94,59.0,53.96,57.02
258,46.94,53.96,62.959999999999994,51.98,53.96,62.959999999999994,50.0,48.02,46.04,51.98,55.04,51.98,51.98,55.04,48.92,53.06,50.0,46.94,50.0,48.92,44.06,62.959999999999994,50.0,53.06,51.98,55.04,48.02,51.98,53.96,53.96,50.0,57.92,59.0,57.92,55.04,50.0,53.06,53.06,53.96,53.96,51.98,55.94,46.94,55.04,51.98,53.06,60.980000000000004,62.059999999999995,57.02,,53.06,60.980000000000004,55.04,48.92,53.96,53.06,,53.06,51.08,51.98,51.08,57.02,55.94,50.0,51.08,51.98,53.06,59.0,55.04,62.059999999999995,53.96,60.08
259,48.92,53.06,55.94,64.04,57.92,60.08,51.98,53.06,50.0,57.92,55.94,51.08,51.08,55.94,51.98,57.02,57.02,48.02,55.94,48.92,46.04,57.02,48.02,53.06,51.98,46.04,51.08,53.06,51.98,55.04,48.02,53.96,57.92,57.02,51.98,50.0,55.94,51.08,51.98,57.92,51.98,55.04,51.98,50.0,51.98,55.04,51.08,57.92,53.96,,53.06,51.98,59.0,48.92,46.04,60.08,,55.04,51.98,51.08,48.92,60.980000000000004,53.96,51.08,55.04,46.94,59.0,57.02,53.06,62.059999999999995,53.06,59.0
260,57.02,48.02,59.0,55.94,53.06,59.0,48.92,48.92,46.04,60.08,55.94,46.94,51.98,50.0,55.04,53.96,59.0,53.06,55.94,46.94,48.92,59.0,46.94,57.02,48.92,55.04,51.08,55.04,50.0,57.02,62.059999999999995,55.94,57.02,55.94,62.959999999999994,50.0,53.96,51.08,46.94,53.96,53.96,51.98,57.02,50.0,53.06,53.06,48.92,53.06,55.94,,53.06,51.98,55.04,48.92,44.06,51.98,,62.059999999999995,62.059999999999995,48.92,51.98,57.02,59.0,51.08,53.96,48.92,60.980000000000004,55.04,51.98,59.0,51.98,57.02
261,50.0,50.0,57.02,55.04,55.04,60.980000000000004,44.96,44.96,62.959999999999994,53.96,51.98,59.0,53.06,48.02,53.06,53.96,44.06,60.980000000000004,53.06,57.92,53.96,55.04,46.94,51.08,50.0,51.08,51.98,53.06,44.06,53.96,53.96,55.04,57.02,53.96,62.959999999999994,50.0,48.02,53.06,53.06,55.94,53.96,53.96,53.96,51.08,55.94,53.96,51.98,53.06,55.94,,53.96,51.98,55.04,48.92,48.92,51.98,,57.92,57.02,51.08,51.98,57.02,62.059999999999995,53.06,60.08,48.92,60.08,51.98,59.0,55.94,57.92,62.059999999999995
262,51.08,48.02,50.0,55.04,55.04,60.08,48.02,46.94,57.92,51.98,53.96,55.94,48.92,50.0,48.02,53.96,44.06,51.08,46.04,50.0,55.04,50.0,50.0,60.08,55.04,51.08,57.02,57.92,51.08,51.08,62.059999999999995,53.96,57.92,51.98,64.94,50.0,51.08,51.08,48.02,48.02,51.98,55.94,53.96,48.02,53.06,55.04,51.08,51.98,53.96,,55.94,53.06,55.04,48.02,53.06,55.04,,57.92,55.04,55.04,48.92,51.98,57.02,57.92,57.92,48.02,55.04,57.92,53.96,55.94,57.02,62.059999999999995
263,51.98,51.08,51.08,55.94,55.04,57.92,48.02,51.98,55.94,50.0,53.06,51.98,48.02,53.06,46.94,57.92,42.08,53.06,46.04,53.96,48.02,51.08,46.04,64.04,51.98,46.94,53.96,51.08,42.980000000000004,51.08,46.04,53.96,48.02,60.08,59.0,51.98,46.94,48.92,48.92,53.96,53.96,59.0,51.08,51.98,57.92,55.94,51.08,51.98,53.06,,55.94,55.04,46.04,48.92,50.0,53.96,,55.04,51.98,57.02,46.94,53.06,62.059999999999995,57.02,55.94,51.08,55.94,51.98,53.06,53.96,57.92,60.08
264,48.02,55.94,53.96,53.96,51.98,55.94,50.0,53.96,50.0,50.0,53.96,46.94,42.980000000000004,48.02,50.0,50.0,42.08,51.98,42.08,51.08,46.94,51.08,48.02,48.92,48.02,46.94,48.92,48.02,44.96,55.94,51.98,62.959999999999994,50.0,60.08,53.06,50.0,46.94,48.92,48.02,51.08,53.96,57.92,57.02,51.08,57.92,55.94,57.92,50.0,53.06,,55.04,57.02,46.94,57.02,53.96,48.92,,55.94,50.0,55.04,48.02,57.92,60.08,55.04,55.94,51.98,55.04,55.94,55.04,51.08,57.02,59.0
265,46.94,59.0,53.06,48.02,53.06,53.96,53.96,48.92,51.98,53.96,53.06,48.92,53.06,48.02,46.94,50.0,48.02,51.08,42.980000000000004,46.94,50.0,55.94,42.08,51.08,50.0,51.98,50.0,44.96,46.04,57.92,39.02,53.96,80.96,64.04,53.06,50.0,46.04,51.98,48.92,55.04,59.0,55.94,57.92,50.0,60.980000000000004,55.94,50.0,50.0,57.02,,53.06,57.02,46.04,51.08,51.08,55.04,,55.94,51.98,55.04,48.92,51.08,62.059999999999995,53.06,50.0,53.06,55.04,57.02,50.0,51.08,57.92,55.04
266,53.96,53.96,53.96,53.96,53.96,50.0,50.0,51.98,53.96,53.06,50.0,51.98,48.02,48.02,48.02,51.98,51.98,50.0,44.96,48.92,51.08,51.98,42.980000000000004,57.92,51.08,46.04,48.02,48.02,46.04,,60.980000000000004,53.06,53.06,62.959999999999994,51.08,53.96,51.98,55.94,48.02,55.04,57.02,53.06,60.08,48.92,60.980000000000004,55.94,53.06,51.98,55.04,,53.06,57.92,51.98,46.94,51.98,57.02,,55.04,48.02,55.94,50.0,53.06,55.94,48.02,48.02,48.92,53.96,53.96,53.06,53.06,53.06,57.92
267,53.06,48.02,50.0,53.96,53.06,51.08,51.98,44.96,55.94,53.96,46.04,51.98,48.92,50.0,46.94,50.0,53.96,51.98,46.94,55.94,51.08,51.08,46.04,53.06,48.92,50.0,50.0,55.94,55.04,59.0,39.92,53.96,62.059999999999995,53.96,48.02,55.04,57.02,53.96,48.02,51.98,57.02,51.98,55.94,46.04,57.92,55.94,53.06,46.94,55.04,,51.98,59.0,53.06,46.94,53.06,48.02,,53.06,50.0,60.08,51.08,57.92,59.0,53.96,48.92,48.02,62.059999999999995,55.04,55.04,50.0,57.92,66.92
268,41.0,53.06,53.06,51.98,55.04,55.04,53.06,51.98,53.96,51.08,46.04,51.98,53.06,50.0,53.06,55.04,53.96,59.0,48.02,51.98,51.98,55.94,42.980000000000004,50.0,51.08,51.08,51.08,48.02,57.02,,51.98,48.92,60.980000000000004,53.96,50.0,53.96,48.92,53.96,55.94,51.08,57.92,64.94,51.08,48.02,57.92,60.980000000000004,51.08,55.94,53.06,,53.06,55.04,51.98,46.04,51.98,48.02,,53.06,53.96,53.96,53.06,55.04,57.92,55.04,51.08,51.98,57.92,57.02,57.02,53.06,57.02,60.08
269,39.92,50.0,55.04,51.98,55.04,51.98,53.96,51.98,53.96,59.0,53.06,53.96,53.06,48.92,48.02,59.0,57.92,51.08,46.04,53.06,50.0,48.92,62.059999999999995,51.08,53.96,46.04,57.02,55.94,53.06,55.94,37.94,51.08,55.94,53.06,51.98,59.0,48.92,50.0,46.94,51.08,53.06,55.94,55.04,48.92,55.94,51.08,55.94,57.92,53.06,,55.04,57.92,48.92,55.04,53.06,48.92,,53.06,53.96,48.92,53.96,46.94,53.96,57.02,53.96,51.08,55.94,53.96,53.96,60.08,57.02,60.08
270,42.980000000000004,51.98,55.04,57.92,53.06,51.08,51.98,46.94,53.06,55.94,55.94,51.98,53.06,51.98,48.02,57.02,51.98,51.98,46.04,55.04,51.08,46.04,60.08,51.08,55.04,50.0,57.02,55.94,50.0,50.0,55.04,51.08,53.96,60.08,55.94,59.0,53.96,50.0,51.98,50.0,53.06,51.08,53.06,48.92,59.0,55.94,53.06,53.06,53.96,,53.06,57.02,48.92,51.08,57.02,48.02,,55.94,53.96,51.98,51.98,48.02,57.92,57.02,55.94,51.98,57.92,53.96,53.96,51.98,53.06,55.04
271,46.04,50.0,51.98,48.92,51.98,51.08,53.96,46.04,51.98,62.059999999999995,53.96,50.0,51.98,55.04,48.02,53.96,44.96,55.04,44.96,51.08,51.98,46.04,53.06,51.98,53.96,46.04,57.92,62.059999999999995,48.02,51.98,57.92,53.96,48.02,50.0,62.059999999999995,55.94,46.04,50.0,48.92,53.06,53.96,53.06,53.06,51.08,55.94,55.94,53.06,57.92,51.08,,53.96,57.02,55.04,51.08,55.94,53.96,,55.94,60.08,57.02,53.06,46.94,53.96,53.96,55.04,53.96,62.959999999999994,55.04,51.08,51.08,55.04,64.94
272,46.04,48.02,44.96,60.08,51.98,48.02,50.0,42.980000000000004,48.02,57.02,53.96,53.96,55.04,44.06,53.96,51.98,44.96,57.02,48.92,53.96,51.98,48.02,51.98,48.02,46.94,44.96,57.92,55.94,53.06,55.04,55.04,51.08,55.04,53.96,55.94,55.04,46.94,51.98,50.0,55.04,57.02,51.98,55.04,51.98,55.04,48.92,51.08,53.06,55.04,,51.08,53.06,50.0,,53.06,46.04,,,60.08,57.92,55.04,51.98,53.96,53.06,51.08,53.06,59.0,48.02,55.04,53.06,57.02,64.94
